Product Name,Brand,Price,Link
Eau De Lacoste for women,Lacoste,1.205.000,https://www.thegioinuochoa.com.vn/lacoste/3357-eau-de-lacoste-for-women.html
Givenchy Dahlia Noir for Women,Givenchy,997.000,https://www.thegioinuochoa.com.vn/givenchy/3200-givenchydahlia-noir-for-women.html
Eternity Moment,Calvin Klein,1.165.000,https://www.thegioinuochoa.com.vn/calvin-klein/352-eternity-moment.html
Mon Jasmin Noir L'eau Exquise,Bvlgari,1.475.000,https://www.thegioinuochoa.com.vn/bvlgari/3144-mon-jasmin-noir-l-eau-exquise.html
John Varvatos Artisan Acqua for men,John Varvatos,895.000,https://www.thegioinuochoa.com.vn/john-varvatos/5302-john-varvatos-artisan-acqua-for-men.html
Le Male,Jean Paul Gaultier,2.156.000,https://www.thegioinuochoa.com.vn/jean-paul-gaultier/861-le-male.html
Creed Aventus for Her,Creed,7.038.000,https://www.thegioinuochoa.com.vn/creed/5557-creed-aventus-for-her.html
Jardin Du Sub by Fouquet's EDT ,Parour,1.592.000,https://www.thegioinuochoa.com.vn/parour/6558-jardin-du-sub-by-fouquet-s-edt.html
Lacoste L.12.12 Jaune Optimistic,Lacoste,1.784.000,https://www.thegioinuochoa.com.vn/lacoste/4468-lacoste-l1212-jaune-optimistic.html
Hugo Boss Nuit Pour Femme,Hugo Boss,2.312.000,https://www.thegioinuochoa.com.vn/hugo-boss/3211-hugo-boss-nuit-pour-femme.html
Gucci Made To Measure for men,Gucci,2.481.000,https://www.thegioinuochoa.com.vn/gucci/3411-gucci-made-to-measure-for-men.html
DKNY My Ny for women,DKNY,222.000,https://www.thegioinuochoa.com.vn/dkny/4247-dkny-my-ny-for-women.html
Givenchy Gentleman EDP Boisee,Givenchy,2.464.000,https://www.thegioinuochoa.com.vn/givenchy/6425-givenchy-gentleman-edp-boisee.html
Gucci Guilty Love Pour Femme EDP,Gucci,3.124.000,https://www.thegioinuochoa.com.vn/gucci/6594-gucci-guilty-love-pour-femme-edp.html
Burberry Body for women,Burberry,996.000,https://www.thegioinuochoa.com.vn/burberry/5430-burberry-body-for-women.html
Vial Good Girl ,Carolina Herrera,83.000,https://www.thegioinuochoa.com.vn/carolina-herrera/5107-vial-good-girl.html
Hộp 5 miếng mặt nạ ONE SHINING DAY Hydration Cream Two Step Solution Mask,8:TY,389.000,https://www.thegioinuochoa.com.vn/8-ty/6250-hop-5-mieng-mat-na-one-shining-day-hydration-cream-two-step-solution-mask.html
